seq;first;last;
51459;Christopher;Harrington;
51460;Lora;Mills;
51461;Mike;Walton;
51462;Lester;Fox;
51463;Edith;Haynes;
51464;Emilie;Austin;
51465;Augusta;Bush;
51466;Gilbert;Reeves;
51467;Alberta;Aguilar;
51468;Lou;Adkins;
51469;Amy;Wolfe;
51470;Sophie;Kennedy;
51471;Lucile;Colon;
51472;Justin;Larson;
51473;Lola;Pearson;
51474;Maurice;Hall;
51475;Henrietta;Perry;
51476;Edgar;Ryan;
51477;Myrtle;Graves;
51478;Jeremy;Ellis;
51479;Matthew;Tran;
51480;Daisy;Vaughn;
51481;Luella;Nguyen;
51482;William;Quinn;
51483;Clyde;Spencer;
51484;Nettie;Jones;
51485;Elizabeth;Rhodes;
51486;Floyd;Hall;
51487;Leonard;Simpson;
51488;Beulah;Fitzgerald;
51489;Caleb;Drake;
51490;Jesus;Fleming;
51491;Marie;Berry;
51492;Mattie;Holmes;
51493;Lena;Harvey;
51494;Carlos;Sutton;
51495;Gilbert;Fernandez;
51496;Myrtle;Newman;
51497;Maurice;Cook;
51498;Adelaide;Waters;
51499;Bettie;Schneider;
51500;Katharine;Luna;
51501;Hannah;Stephens;
51502;Bess;Nguyen;
51503;Mina;Bailey;
51504;Luis;Fletcher;
51505;Todd;Blair;
51506;Eleanor;Parker;
51507;Kyle;Garner;
51508;Minnie;Curtis;
51509;Mayme;Luna;
51510;Leila;Robertson;
51511;Vincent;Lynch;
51512;Logan;Wright;
51513;Matthew;Castro;
51514;Emilie;Sims;
51515;Estella;Evans;
51516;Belle;Foster;
51517;Clayton;Armstrong;
51518;Harvey;Weber;
51519;Austin;Roberts;
51520;Hettie;Dennis;
51521;Lois;Pratt;
51522;Hulda;Moran;
51523;Rose;Norman;
51524;Charles;Dean;
51525;Justin;Sandoval;
51526;Frederick;Ortiz;
51527;Jose;Barnett;
51528;Adam;Martin;
51529;Kate;Baker;
51530;Austin;Hudson;
51531;Leroy;Byrd;
51532;Jerome;Hodges;
51533;Anthony;McCarthy;
51534;Francisco;Maldonado;
51535;Joseph;Hodges;
51536;Edward;Campbell;
51537;Lois;Johnson;
51538;Ian;Ortega;
51539;Josie;McCormick;
51540;Katharine;Floyd;
51541;Mayme;Little;
51542;Gordon;Holmes;
51543;Marcus;Schwartz;
51544;Jonathan;Owens;
51545;Jeremiah;Reynolds;
51546;Lula;Ellis;
51547;Ray;Johnston;
51548;Winnie;Williamson;
51549;Ian;Dixon;
51550;Isaac;Mason;
51551;Cecilia;Fowler;
51552;Mark;Castillo;
51553;Bobby;Bush;
51554;Gabriel;Mullins;
51555;Julia;Valdez;
51556;Cole;Pearson;
51557;Isabelle;Garcia;
51558;Bessie;Perez;
51559;Aiden;Fox;
51560;Hunter;Hubbard;
51561;Clifford;Jackson;
51562;Timothy;Norris;
51563;Ralph;Stone;
51564;Terry;Owens;
51565;Jeremy;Hill;
51566;Mildred;Boone;
51567;Lucas;Diaz;
51568;Gavin;Riley;
51569;Charlie;Maxwell;
51570;Alta;Daniel;
51571;Cecelia;Richards;
51572;Jeffrey;Rose;
51573;Fannie;Moran;
51574;Luella;Bradley;
51575;Iva;Simmons;
51576;Mike;Luna;
51577;Adele;Burns;
51578;Hilda;Duncan;
51579;Myra;James;
51580;Lucille;McKenzie;
51581;Jorge;Paul;
51582;Gabriel;Larson;
51583;Bill;Graham;
51584;Catherine;Spencer;
51585;Glen;French;
51586;Mamie;Frank;
51587;Clara;Washington;
51588;Tommy;Tucker;
51589;Gabriel;Ray;
51590;Blanche;Ramsey;
51591;Tom;Simon;
51592;Mabelle;Rhodes;
51593;Amelia;Newman;
51594;Caleb;Miles;
51595;Tony;Thomas;
51596;Mable;Singleton;
51597;Ina;Hodges;
51598;Brandon;McCormick;
51599;Anthony;Marsh;
51600;Franklin;Steele;
51601;Patrick;Marshall;
51602;Alexander;Fields;
51603;Mathilda;Davidson;
51604;Lou;Lambert;
51605;Lloyd;Ramirez;
51606;Jimmy;Wilkins;
51607;Callie;Houston;
51608;Milton;Douglas;
51609;Mina;Edwards;
51610;David;Hayes;
51611;Bessie;Olson;
51612;Jack;Hampton;
51613;Winifred;Mills;
51614;Martha;Keller;
51615;Jessie;Gross;
51616;Cordelia;Hughes;
51617;Alice;Rodriguez;
51618;Roger;Parks;
51619;Lela;Brooks;
51620;Philip;Moss;
51621;Dominic;Thompson;
51622;Emma;Lambert;
51623;Rachel;Sanchez;
51624;Elnora;Farmer;
51625;Elizabeth;Curtis;
51626;Victor;Stewart;
51627;Gavin;Wong;
51628;Travis;Richards;
51629;Milton;Jimenez;
51630;Joshua;McCormick;
51631;Derrick;Payne;
51632;Andrew;Ray;
51633;Hattie;Frazier;
51634;Sophia;Pierce;
51635;Gordon;Flowers;
51636;Kate;Howell;
51637;Owen;Hill;
51638;Mitchell;Schwartz;
51639;Laura;Gordon;
51640;Keith;Marsh;
51641;Rodney;McKenzie;
51642;Thomas;Valdez;
51643;Randy;Morton;
51644;Tony;Torres;
51645;Lillie;Greene;
51646;Cecelia;Fletcher;
51647;Callie;White;
51648;Angel;Edwards;
51649;Jay;Morrison;
51650;Maggie;Powers;
51651;Eva;Miles;
51652;Roger;Perry;
51653;Vera;Brewer;
51654;Dorothy;Morton;
51655;Lottie;Becker;
51656;Lucile;Holloway;
51657;Jean;Pearson;
51658;Jeffery;Gross;
51659;Mable;Cross;
51660;Cecilia;Herrera;
51661;Cordelia;Baker;
51662;Edgar;Fowler;
51663;Douglas;Williamson;
51664;Clarence;Sims;
51665;Owen;Harmon;
51666;Martha;Medina;
51667;Floyd;Morris;
51668;Teresa;Rose;
51669;Olivia;Edwards;
51670;Lucille;Conner;
51671;Ellen;Harmon;
51672;Lora;Shelton;
51673;Ronald;Meyer;
51674;Clifford;Chandler;
51675;Edith;Reed;
51676;Jorge;Alexander;
51677;Frank;Bishop;
51678;Clayton;Terry;
51679;Raymond;Yates;
51680;Ray;Medina;
51681;Lou;Nguyen;
51682;Victor;Miller;
51683;Harriet;Coleman;
51684;Violet;Nash;
51685;Russell;Young;
51686;Edna;McKinney;
51687;Rosa;Brooks;
51688;Bettie;Hansen;
51689;Landon;Stanley;
51690;Georgie;Owens;
51691;Lawrence;Barton;
51692;Lewis;Washington;
51693;Barry;Owens;
51694;Luella;Obrien;
51695;Beulah;Matthews;
51696;Mina;Ferguson;
51697;Larry;Joseph;
51698;Gussie;Scott;
51699;Nelle;Sanders;
51700;Andrew;Lowe;
51701;Scott;Alvarez;
51702;Walter;Burke;
51703;Olga;Casey;
51704;Peter;Gibson;
51705;Kyle;Alvarez;
51706;Vera;Malone;
51707;Virgie;Bryan;
51708;Effie;Sandoval;
51709;Randy;Miles;
51710;Bill;Ferguson;
51711;Austin;Bowman;
51712;Leah;Clarke;
51713;Lelia;Figueroa;
51714;Barry;Cummings;
51715;Dean;Stevenson;
51716;Virgie;Henderson;
51717;Gavin;Quinn;
51718;Alvin;Keller;
51719;Hattie;Jordan;
51720;Harry;French;
51721;Katie;Newman;
51722;Leo;Maldonado;
51723;Etta;Carlson;
51724;Martha;Jefferson;
51725;Dylan;Black;
51726;Ellen;Roberts;
51727;Ann;Day;
51728;Jesus;Buchanan;
51729;Tom;Newman;
51730;Anne;Ramsey;
51731;Ellen;Fuller;
51732;Fred;Hardy;
51733;Connor;Peters;
51734;Leila;Austin;
51735;Larry;Hammond;
51736;Brandon;Webb;
51737;Brett;Farmer;
51738;Susie;Hart;
51739;Millie;Mann;
51740;Dora;Brewer;
51741;Minerva;Mathis;
51742;Danny;Sherman;
51743;Vera;Horton;
51744;Blake;Fisher;
51745;Edwin;Wong;
51746;Jim;Patton;
51747;Frank;Jefferson;
51748;Flora;Harvey;
51749;Alta;Palmer;
51750;Hulda;Williams;
51751;Ruth;Perkins;
51752;Hattie;Briggs;
51753;William;Duncan;
51754;Sophia;Morales;
51755;Sean;Swanson;
51756;Richard;Cox;
51757;Gordon;Horton;
51758;Alta;Silva;
51759;Mildred;Newman;
51760;Billy;George;
51761;Lizzie;Rose;
51762;Nathaniel;Rios;
51763;Jerry;Malone;
51764;Eugene;Collins;
51765;Gussie;Garrett;
51766;Bernard;Valdez;
51767;Dustin;Sanchez;
51768;Douglas;Todd;
51769;Johanna;Gutierrez;
51770;Olivia;Silva;
51771;Myrtie;Burton;
51772;Tommy;Miles;
51773;Essie;Mann;
51774;Isabel;Luna;
51775;Rachel;Bradley;
51776;Millie;Lindsey;
51777;Jeremiah;Briggs;
51778;Annie;Patton;
51779;Scott;Lee;
51780;Jim;Walker;
51781;Lillian;Robbins;
51782;Rena;Pena;
51783;Virginia;Ramirez;
51784;Rena;Ramos;
51785;Jose;Lynch;
51786;Christopher;Turner;
51787;Alejandro;Lewis;
51788;Leroy;James;
51789;Frederick;Woods;
51790;Beatrice;Burke;
51791;Isabelle;Greene;
51792;Beatrice;Russell;
51793;Jim;Luna;
51794;Maud;Bryan;
51795;Jared;Ryan;
51796;Adelaide;Carlson;
51797;Randy;Griffith;
51798;Tony;Fields;
51799;Ella;Silva;
51800;Ronnie;Hughes;
51801;Bertie;Simmons;
51802;Danny;Hopkins;
51803;Rosalie;McKenzie;
51804;Paul;Patterson;
51805;Eddie;Hammond;
51806;Duane;Lloyd;
51807;Gregory;Lawson;
51808;Phillip;Williams;
51809;Jerome;Davis;
51810;Lucille;Price;
51811;Edna;Ramos;
51812;Chad;Strickland;
51813;Jackson;Stewart;
51814;Duane;Fisher;
51815;Barry;West;
51816;Esther;Hodges;
51817;Eric;Ramos;
51818;Leona;Gonzales;
51819;Gene;Butler;
51820;Lula;Bush;
51821;Nancy;Gill;
51822;Violet;Little;
51823;Dollie;Coleman;
51824;Ada;Tucker;
51825;Verna;Mills;
51826;Charles;Howell;
51827;Joel;Cole;
51828;Mayme;Adkins;
51829;Nannie;Carlson;
51830;Clyde;Tucker;
51831;Roy;Dawson;
51832;Lola;Carter;
51833;Louis;Stanley;
51834;Charles;Barber;
51835;Kate;Kelley;
51836;Robert;Mathis;
51837;Sophie;Owens;
51838;Marion;Tyler;
51839;Eleanor;Price;
51840;Roy;Park;
51841;Calvin;Barton;
51842;Jeremiah;Waters;
51843;Estella;Fowler;
51844;Nellie;Myers;
51845;Myra;Carroll;
51846;Brandon;Richardson;
51847;Jared;Burgess;
51848;Russell;Richardson;
51849;Philip;Parsons;
51850;Nelle;Hansen;
51851;Lillian;Becker;
51852;Cordelia;Hart;
51853;Gary;Stevens;
51854;Derrick;Ward;
51855;Derrick;Zimmerman;
51856;Mildred;Wise;
51857;Elva;Dunn;
51858;Hester;Wong;
51859;Matilda;Kim;
51860;Francis;Zimmerman;
51861;Eula;Brewer;
51862;Christian;Hoffman;
51863;Verna;Douglas;
51864;Irene;Oliver;
51865;Marian;Webb;
51866;Maggie;Pearson;
51867;Marcus;Schultz;
51868;Marie;Kelly;
51869;Mattie;Newman;
51870;Winnie;Powell;
51871;Willie;Robertson;
51872;Dorothy;Weaver;
51873;Ida;Fleming;
51874;David;Franklin;
51875;Ophelia;Myers;
51876;Bill;Miller;
51877;Bernice;Newton;
51878;Virgie;Francis;
51879;Larry;Sullivan;
51880;James;Burns;
51881;Millie;Barker;
51882;Richard;Watts;
51883;Sue;Rodriguez;
51884;Aiden;Boyd;
51885;Violet;Holland;
51886;Harold;Houston;
51887;Thomas;Quinn;
51888;Herbert;Stokes;
51889;Eugene;Simon;
51890;Louisa;Morris;
51891;Lena;Terry;
51892;Sarah;Fuller;
51893;Edna;Long;
51894;Johnny;Guerrero;
51895;Dorothy;Jordan;
51896;Effie;McCormick;
51897;Julia;Norman;
51898;William;Patton;
51899;Mike;Coleman;
51900;Jim;Mendez;
51901;Derrick;Park;
51902;Mattie;McGuire;
51903;Joseph;Day;
51904;Myrtie;Walker;
51905;Dora;Todd;
51906;Susan;Little;
51907;Lenora;West;
51908;Leo;Carr;
51909;Lillie;Griffin;
51910;Sam;Lambert;
51911;Marian;Stanley;
51912;Bernice;Simon;
51913;Beulah;Boone;
51914;Norman;Cole;
51915;Blake;Neal;
51916;Helena;Allison;
51917;Augusta;Duncan;
51918;Lola;Higgins;
51919;Nellie;Alvarez;
51920;Brian;Pope;
51921;Harvey;Ingram;
51922;Lettie;Nguyen;
51923;Samuel;Figueroa;
51924;Billy;Garner;
51925;Gordon;Barnett;
51926;Allie;Vargas;
51927;Caleb;Walters;
51928;Peter;Long;
51929;Don;Murray;
51930;Ryan;Roberts;
51931;Mitchell;Hubbard;
51932;Ina;Houston;
51933;Evelyn;Sims;
51934;Jennie;Page;
51935;Lillian;Hardy;
51936;Jane;Malone;
51937;Olga;Lambert;
51938;Mittie;Peters;
51939;Chase;Dixon;
51940;Melvin;Williamson;
51941;Bessie;Barker;
51942;Chase;Paul;
51943;Melvin;Nunez;
51944;Mable;Clarke;
51945;Kyle;Reyes;
51946;Eugenia;Moss;
51947;Joseph;Bush;
51948;Martin;Franklin;
51949;Essie;Wilkins;
51950;Sarah;Walsh;
51951;Ophelia;Chambers;
51952;Derek;Smith;
51953;Leroy;Barton;
51954;Abbie;Copeland;
51955;Alma;Haynes;
51956;John;Ingram;
51957;Barbara;Wolfe;
51958;Jackson;Olson;
51959;Isabella;Clayton;
51960;Cory;Abbott;
51961;Marian;Sherman;
51962;Celia;Ferguson;
51963;Floyd;Kim;
51964;Eliza;Harvey;
51965;Mathilda;Young;
51966;Carl;Larson;
51967;Timothy;Parsons;
51968;Nora;Page;
51969;Rebecca;Torres;
51970;Francis;Palmer;
51971;Amanda;Herrera;
51972;Jay;Ortega;
51973;Mamie;Hoffman;
51974;Ricky;Williams;
51975;Sylvia;Patton;
51976;Allie;Baldwin;
51977;Cora;Gibbs;
51978;Rhoda;Cannon;
51979;Roxie;James;
51980;Adam;Nguyen;
51981;Kyle;Hawkins;
51982;Hallie;Washington;
51983;Matthew;Jefferson;
51984;Leo;Hubbard;
51985;Brent;Bell;
51986;Rosalie;Brown;
51987;Alice;Castillo;
51988;Maurice;Todd;
51989;Kenneth;Cain;
51990;Carlos;Munoz;
51991;Nellie;Miller;
51992;Theodore;Ross;
51993;Lee;Wood;
51994;Fannie;Knight;
51995;Florence;Rogers;
51996;Gary;French;
51997;Ollie;Gilbert;
51998;Samuel;Moreno;
51999;Jesse;Perry;
52000;Larry;Allen;
52001;Carrie;Moran;
52002;Luella;Wright;
52003;Luke;Sanders;
52004;Emily;Curtis;
52005;Travis;Strickland;
52006;Derek;Rios;
52007;Alexander;Miller;
52008;Cordelia;Garrett;
52009;Nannie;Mason;
52010;Sallie;Edwards;
52011;Larry;Fitzgerald;
52012;Effie;Robertson;
52013;Ruby;Black;
52014;Wesley;Atkins;
52015;Aaron;Andrews;
52016;Josephine;Atkins;
52017;Bruce;Morrison;
52018;Jessie;Cunningham;
52019;Ina;Maxwell;
52020;Sally;Nguyen;
52021;Mamie;Hughes;
52022;Phillip;Mathis;
52023;Russell;Vargas;
52024;Jack;Moran;
52025;Adelaide;Harvey;
52026;Susie;Lopez;
52027;Marion;Gibson;
52028;Ethan;Black;
52029;Lenora;Bryan;
52030;Sophia;Meyer;
52031;Rosalie;Fuller;
52032;Nina;Martin;
52033;Fred;Weaver;
52034;Henry;Glover;
52035;Alan;Myers;
52036;Gordon;Dean;
52037;Logan;Foster;
52038;Olive;Martinez;
52039;Floyd;Ellis;
52040;Milton;Hudson;
52041;Phillip;Newton;
52042;Peter;Rowe;
52043;Henry;Sharp;
52044;Julia;Wallace;
52045;Joe;West;
52046;Bill;Stanley;
52047;Jose;Webster;
52048;Amanda;Taylor;
52049;Billy;Moreno;
52050;Aaron;Waters;
52051;Derrick;Rogers;
52052;Maud;Watts;
52053;Jean;Griffin;
52054;Charlie;Johnston;
52055;Zachary;Bell;
52056;Lura;Benson;
52057;Luis;Moreno;
52058;Dustin;Owens;
52059;Steven;Meyer;
52060;Bernard;Mendez;
52061;Keith;Clark;
52062;Gussie;Jacobs;
52063;Blanche;Mitchell;
52064;Anthony;Price;
52065;Ernest;Reynolds;
52066;Alex;Murray;
52067;Milton;Barker;
52068;Mabel;Craig;
52069;Estelle;Cruz;
52070;Lulu;Rhodes;
52071;Mildred;Griffith;
52072;Christian;Parsons;
52073;Brandon;Estrada;
52074;Andrew;Malone;
52075;Erik;White;
52076;Sophie;Brock;
52077;Stephen;Hanson;
52078;Ruby;Holt;
52079;Belle;Robbins;
52080;Tom;Ball;
52081;Arthur;Lyons;
52082;Dean;Barker;
52083;Sylvia;Summers;
52084;Lula;McCormick;
52085;Cynthia;Gardner;
52086;Norman;Allen;
52087;Celia;Romero;
52088;Shane;Hernandez;
52089;Franklin;McCormick;
52090;Edna;Freeman;
52091;Mamie;Newton;
52092;Delia;Quinn;
52093;Polly;Maldonado;
52094;Hettie;Morrison;
52095;Nell;Blair;
52096;Minnie;Flores;
52097;Francis;Fowler;
52098;Duane;Dunn;
52099;Mable;Ortega;
52100;Lura;Adams;
52101;Mittie;Palmer;
52102;Lizzie;Gibson;
52103;Tillie;Warner;
52104;Cory;Morrison;
52105;Dean;Warren;
52106;Clifford;Vargas;
52107;Carlos;Walters;
52108;Lizzie;Scott;
52109;Mayme;Davis;
52110;Mollie;Chambers;
52111;Eliza;Kelly;
52112;Miguel;Russell;
52113;Alvin;Roy;
52114;Bessie;Watson;
52115;Bettie;Potter;
52116;Garrett;Gill;
52117;Minnie;Rodriquez;
52118;Johanna;Weber;
52119;Rosie;Evans;
52120;Fred;Fox;
52121;Jorge;Mills;
52122;Edwin;Adams;
52123;Adam;Neal;
52124;Stephen;Terry;
52125;Isaiah;Daniel;
52126;Oscar;Carroll;
52127;Phoebe;Baker;
52128;Charlotte;Duncan;
52129;Clara;Allison;
52130;Etta;Osborne;
52131;Katharine;Haynes;
52132;Luis;Conner;
52133;Nancy;Lopez;
52134;Juan;Silva;
52135;Inez;Arnold;
52136;Isaac;Moore;
52137;Norman;Willis;
52138;Fred;May;
52139;Eugene;Fernandez;
52140;Douglas;Hopkins;
52141;Grace;Rodriquez;
52142;Owen;Flores;
52143;Victoria;Abbott;
52144;Arthur;Barnett;
52145;Wayne;Cummings;
52146;Jessie;Frazier;
52147;Julia;Freeman;
52148;Daisy;Stanley;
52149;Dorothy;Smith;
52150;Dylan;Cain;
52151;Ronnie;Horton;
52152;Peter;Romero;
52153;Bryan;Martinez;
52154;Katherine;Benson;
52155;Sophia;Jordan;
52156;Juan;Turner;
52157;Lou;Stevens;
52158;Josie;Harper;
52159;Theresa;Simon;
52160;Iva;Harmon;
52161;Lulu;Rose;
52162;Luke;Vasquez;
52163;Milton;Armstrong;
52164;Benjamin;Larson;
52165;Madge;Coleman;
52166;Sam;Daniels;
52167;Lawrence;Austin;
52168;Caleb;Norton;
52169;Milton;Daniel;
52170;Don;Weaver;
52171;Eric;Poole;
52172;Erik;Arnold;
52173;Sean;Willis;
52174;Rosetta;White;
52175;Nellie;Tyler;
52176;Evelyn;Jensen;
52177;Estelle;Austin;
52178;Edwin;Ramirez;
52179;Hilda;Griffin;
52180;Iva;Mitchell;
52181;Catherine;Cole;
52182;Jordan;Guerrero;
52183;Luella;Nelson;
52184;Maurice;Stone;
52185;Duane;Copeland;
52186;Hulda;Larson;
52187;Scott;Schneider;
52188;Randall;Harris;
52189;Floyd;Watson;
52190;Johanna;Torres;
52191;Leonard;Boyd;
52192;Sylvia;Warner;
52193;Millie;Reid;
52194;Lloyd;Frazier;
52195;Zachary;Perez;
52196;Bettie;Peterson;
52197;Mario;Mendez;
52198;Cornelia;Stewart;
52199;Catherine;Moody;
52200;Harvey;Nguyen;
52201;Brent;Abbott;
52202;Lewis;Underwood;
52203;Bess;Steele;
52204;Vera;Wright;
52205;Jonathan;Singleton;
52206;Myrtle;Duncan;
52207;Frederick;Oliver;
52208;Kate;Rogers;
52209;Phillip;Morgan;
52210;Clara;Ward;
52211;Esther;Washington;
52212;Jessie;Simon;
52213;Lewis;Simpson;
52214;Carlos;West;
52215;Mittie;McLaughlin;
52216;Adeline;Boone;
52217;Hulda;Underwood;
52218;Harry;Phelps;
52219;Leroy;Pittman;
52220;Sarah;Adkins;
52221;Edward;Jones;
52222;Cora;Howell;
52223;Alex;Santiago;
52224;Luis;Bates;
52225;Justin;Sandoval;
52226;Micheal;Hawkins;
52227;Ian;Guzman;
52228;Lida;Atkins;
52229;Sara;Moss;
52230;Virgie;Medina;
52231;Mamie;Roberson;
52232;Steven;Terry;
52233;Gregory;Chavez;
52234;Lida;Pittman;
52235;Patrick;Romero;
52236;Ella;Horton;
52237;Earl;Holt;
52238;Hulda;Parsons;
52239;Jean;Duncan;
52240;Lilly;Stephens;
52241;Emilie;Saunders;
52242;Cole;Schultz;
52243;Jane;Wood;
52244;Sophie;Moreno;
52245;Eugene;Morton;
52246;Lizzie;Harris;
52247;Hulda;Mendoza;
52248;Lawrence;Alexander;
52249;Rodney;Cortez;
52250;Ronald;Pena;
52251;Cynthia;Brady;
52252;Flora;Murray;
52253;Linnie;Potter;
52254;Jim;Hamilton;
52255;Birdie;Graham;
52256;Ruby;Jefferson;
52257;Daniel;Little;
52258;Eugenia;Marshall;
52259;Jeremy;Vargas;
52260;Ralph;Pierce;
52261;Sue;Mendoza;
52262;Birdie;Gross;
52263;Gertrude;Mills;
52264;Sara;Garza;
52265;Albert;Smith;
52266;Jackson;Pittman;
52267;Philip;Hale;
52268;Dale;Schwartz;
52269;Cornelia;Moreno;
52270;Esther;Rhodes;
52271;Cora;Jones;
52272;Mark;Richards;
52273;Polly;Bridges;
52274;Jimmy;Doyle;
52275;Franklin;Strickland;
52276;Brandon;Jefferson;
52277;Allie;McKenzie;
52278;Kate;Collins;
52279;Eddie;Thompson;
52280;Jeanette;Sanchez;
52281;Bernice;Carr;
52282;Philip;Davis;
52283;Mamie;Farmer;
52284;Estelle;Harper;
52285;John;Rivera;
52286;Nora;Baldwin;
52287;Katie;Sanchez;
52288;Linnie;Pierce;
52289;Lucile;Hunter;
52290;Nettie;Parks;
52291;Gordon;Santos;
52292;Victor;Mendoza;
52293;Jeffery;Hale;
52294;Lettie;Castro;
52295;Polly;Howard;
52296;Francis;Barton;
52297;Jeffery;Gilbert;
52298;Ivan;Henry;
52299;Jordan;Campbell;
52300;Frederick;Moody;
52301;Tillie;Moran;
52302;Gregory;Jensen;
52303;Devin;Barnett;
52304;Josie;Dixon;
52305;Tom;Meyer;
52306;Maud;Hicks;
52307;Olivia;Holland;
52308;Randall;Zimmerman;
52309;Olive;Ball;
52310;Katie;Turner;
52311;Margaret;Graham;
52312;Alejandro;Figueroa;
52313;Corey;Hicks;
52314;Myra;Lyons;
52315;Louise;Webb;
52316;Ethan;Johnson;
52317;Effie;Becker;
52318;Ruth;Webb;
52319;Frank;Cohen;
52320;Willie;Abbott;
52321;Max;Adkins;
52322;Frank;Collins;
52323;Brandon;Reese;
52324;Jim;Lindsey;
52325;Stanley;Gordon;
52326;Lina;McGee;
52327;Elsie;Oliver;
52328;Brian;Delgado;
52329;Esther;Todd;
52330;Andre;Hughes;
52331;Belle;Caldwell;
52332;Edward;Bowen;
52333;Janie;Morton;
52334;Lester;Gardner;
52335;Gary;Woods;
52336;Sophie;Hicks;
52337;Gertrude;Mitchell;
52338;Etta;Washington;
52339;Ella;Park;
52340;Jeremy;Cortez;
52341;Kate;Hampton;
52342;Olive;Jackson;
52343;Maurice;Gibbs;
52344;Olivia;Bell;
52345;Ina;Cummings;
52346;Charlie;Foster;
52347;Joel;Graham;
52348;Lester;Jordan;
52349;Arthur;Grant;
52350;Lillian;Davis;
52351;Georgie;Reid;
52352;Mae;Moore;
52353;Kyle;Reed;
52354;Eric;Dunn;
52355;Tony;Henderson;
52356;Joel;Griffin;
52357;Etta;McGee;
52358;Cameron;Roy;
52359;Marvin;Stone;
52360;Johanna;Hansen;
52361;Maud;Dawson;
52362;Louise;Paul;
52363;Brett;Weaver;
52364;Hulda;Hammond;
52365;Oscar;Wise;
52366;Leo;Underwood;
52367;Jeanette;Fuller;
52368;Justin;McDaniel;
52369;Bryan;Jordan;
52370;Tommy;Perry;
52371;Leon;Barrett;
52372;Daisy;Reese;
52373;Barbara;Moore;
52374;Carlos;Farmer;
52375;Amanda;Garza;
52376;Rena;Fernandez;
52377;Nathan;Hayes;
52378;Derrick;Lindsey;
52379;Ada;Casey;
52380;Lawrence;Schwartz;
52381;Derek;Walton;
52382;Wesley;Salazar;
52383;Ivan;Beck;
52384;Theresa;Francis;
52385;Mina;Andrews;
52386;Dominic;Newman;
52387;Elsie;Osborne;
52388;Leah;Webb;
52389;Wayne;Ferguson;
52390;Emilie;Burgess;
52391;Roy;Wood;
52392;Joe;Hawkins;
52393;Charlotte;Reynolds;
52394;Rodney;Hanson;
52395;Sally;Thornton;
52396;Estelle;Garcia;
52397;Alfred;Rivera;
52398;Nellie;Sherman;
52399;Irene;Beck;
52400;Ethan;Moore;
52401;Eugene;Sanchez;
52402;Allie;Kelley;
52403;Mabel;Martinez;
52404;Millie;Washington;
52405;Shawn;Berry;
52406;Gilbert;Castro;
52407;Ian;Franklin;
52408;Lewis;Barton;
52409;Phillip;Osborne;
52410;Kenneth;Hanson;
52411;Abbie;Horton;
52412;Helen;Powers;
52413;Della;Cruz;
52414;Jean;Richards;
52415;Franklin;Greene;
52416;Eugenia;Morton;
52417;Ethel;Jones;
52418;Beulah;Hayes;
52419;Leon;Lopez;
52420;Charles;Reynolds;
52421;Leroy;Smith;
52422;Randall;Hudson;
52423;Raymond;Barnes;
52424;Sophia;Hines;
52425;Jennie;Pierce;
52426;Corey;Leonard;
52427;Owen;Curtis;
52428;Edwin;Boyd;
52429;Mae;Porter;
52430;Fred;Lawson;
52431;Ethan;Hodges;
52432;Sylvia;Miller;
52433;Mollie;Underwood;
52434;Nina;Gomez;
52435;Mae;Goodman;
52436;Lawrence;Hart;
52437;Travis;Olson;
52438;Violet;Cain;
52439;Benjamin;Bennett;
52440;Clara;Guerrero;
52441;Sue;Manning;
52442;Lois;Cortez;
52443;Lora;Greer;
52444;Carlos;White;
52445;Cordelia;Castillo;
52446;Cynthia;Holt;
52447;Barry;Mitchell;
52448;Mattie;Fleming;
52449;John;Roberts;
52450;Phillip;Vaughn;
52451;Lillian;McCarthy;
52452;Aiden;Flores;
52453;Barbara;Lopez;
52454;Luke;Simpson;
52455;Lucas;Hughes;
52456;Fannie;Pittman;
52457;Charlie;Lamb;
52458;Nicholas;Garza;
52459;Gilbert;Leonard;
52460;Olga;Lindsey;
52461;Lucinda;Evans;
52462;Roxie;Hopkins;
52463;Steven;Poole;
52464;Franklin;Snyder;
52465;Myra;Sanders;
52466;Nathan;Lowe;
52467;Lena;Castillo;
52468;Jennie;Pierce;
52469;Lelia;Norris;
52470;Barry;Adkins;
52471;Howard;Summers;
52472;Jane;Alvarado;
52473;Patrick;Todd;
52474;Paul;Guzman;
52475;Ricardo;Boone;
52476;Alta;Taylor;
52477;Jeanette;Harvey;
52478;Janie;Boone;
52479;Joel;Houston;
52480;Erik;Rice;
52481;Earl;Burke;
52482;Lucy;Floyd;
52483;Emily;Wallace;
52484;Bettie;Mendoza;
52485;Terry;Vasquez;
52486;Lula;Reed;
52487;Jeffrey;Waters;
52488;Mamie;Snyder;
52489;Harriett;Shelton;
52490;Nora;Gonzales;
52491;Elsie;Hale;
52492;Michael;Carpenter;
52493;Frances;Austin;
52494;Dominic;Moran;
52495;Ian;Johnston;
52496;Terry;Burgess;
52497;Gary;Matthews;
52498;Kathryn;Morton;
52499;Eugene;Barber;
52500;Frederick;Watkins;
52501;Pearl;Jacobs;
52502;Pauline;Colon;
52503;Harvey;Murphy;
52504;Andre;Mitchell;
52505;Lilly;Kennedy;
52506;Brent;Wilson;
52507;Teresa;Copeland;
52508;Thomas;Garner;
52509;Patrick;Sharp;
52510;Adeline;Miller;
52511;Christina;Green;
